time (hr)               ,od-sensors-1.od-680      ,od-sensors-2.od-680      ,od-sensors-3.od-680      ,od-sensors-4.od-680      ,od-sensors-5.od-680      ,od-sensors-6.od-680      ,od-sensors-7.od-680      ,od-sensors-8.od-680      
25.833333,1.13426,0.38878,0.20785,                         ,0.17928,0.07927,0.14256,0.05841
25.916667,1.13624,0.38913,0.20995,                         ,0.17994,0.08048,0.14316,0.06324
26,1.13426,0.39019,0.213,                         ,0.18235,0.08222,0.14357,0.06107
26.083333,1.13624,0.39162,0.21465,                         ,0.18125,0.08169,0.14558,0.06492
26.166667,1.13624,0.39233,0.2156,                         ,0.18456,0.08396,0.14801,0.06442
26.25,1.13624,0.3952,0.21893,                         ,0.18522,0.08606,0.14963,0.06881
26.333333,1.14023,0.39772,0.21964,                         ,0.18811,0.08747,0.15086,0.06915
26.416667,1.14023,0.39808,0.22397,                         ,0.18878,0.08554,0.15291,0.07051
26.5,1.14023,0.39917,0.22324,                         ,0.19147,0.08782,0.15414,0.07205
26.583333,1.14023,0.40318,0.22542,                         ,0.19214,0.08818,0.15496,0.07291
26.666667,1.14023,0.40063,0.22907,                         ,0.19553,0.08959,0.15496,0.07274
26.75,1.14223,0.40282,0.22907,                         ,0.19667,0.09048,0.15765,0.07549
26.833333,1.14223,0.40612,0.23078,                         ,0.19576,0.09172,0.15765,0.07739
26.916667,1.14223,0.40538,0.23152,                         ,0.19667,0.09315,0.1589,0.07721
27,1.14425,0.40982,0.23547,                         ,0.19986,0.09458,0.16308,0.07965
27.083333,1.14425,0.40797,0.2372,                         ,0.19917,0.09547,0.1614,0.08087
27.166667,1.14627,0.40982,0.2372,                         ,0.2017,0.09601,0.16308,0.08279
27.25,1.14627,0.41169,0.2407,                         ,0.20262,0.09835,0.16287,0.08227
27.333333,1.14425,0.41468,0.24171,                         ,0.20424,0.09871,0.16519,0.08402
27.416667,1.14831,0.41544,0.24372,                         ,0.20772,0.09962,0.1673,0.08631
27.5,1.14627,0.41544,0.24575,                         ,0.20749,0.10089,0.16837,0.08631
27.583333,1.14831,0.41808,0.24855,                         ,0.20795,0.1018,0.16964,0.08738
27.666667,1.15035,0.42112,0.25086,                         ,0.21076,0.10344,0.16922,0.08844
27.75,1.15035,0.42036,0.2524,                         ,0.21241,0.10546,0.17007,0.09004
27.833333,1.15035,0.42112,0.25266,                         ,0.21312,0.10417,0.17286,0.08844
27.916667,1.1524,0.42419,0.25498,                         ,0.21644,0.10638,0.17436,0.09201
28,1.1524,0.42496,0.25654,                         ,0.21787,0.10748,0.17674,0.09237
28.083333,1.1524,0.42882,0.25863,                         ,0.21858,0.10859,0.17631,0.09579
28.166667,1.15447,0.42921,0.25941,                         ,0.2193,0.10952,0.17826,0.09561
28.25,1.15654,0.4296,0.26363,                         ,0.22243,0.11193,0.16667,0.09597
28.333333,1.15447,0.43508,0.26575,                         ,0.22436,0.11175,0.16986,0.09978
28.416667,1.15654,0.4339,0.26708,                         ,0.22704,0.11212,0.169,0.10015
28.5,1.15654,0.43587,0.27002,                         ,0.22679,0.11436,0.1673,0.10179
28.583333,1.15862,0.43627,0.26922,                         ,0.22875,0.11624,0.169,0.10179
28.666667,1.15862,0.43984,0.27352,                         ,0.23145,0.11756,0.17221,0.10289
28.75,1.16072,0.44064,0.27651,                         ,0.23194,0.11756,0.17436,0.10566
28.833333,1.16072,0.44344,0.2776,                         ,0.23367,0.1204,0.17631,0.10143
28.916667,1.16072,0.44264,0.28117,                         ,0.23541,0.12097,0.17913,0.10695
29,1.16282,0.44626,0.28227,                         ,0.2384,0.12212,0.1811,0.10937
29.083333,1.16282,0.44788,0.28393,                         ,0.24016,0.12345,0.18484,0.11049
29.166667,1.16493,0.44869,0.28755,                         ,0.24192,0.12422,0.18617,0.10863
29.25,1.16493,0.44992,0.28979,                         ,0.24445,0.12653,0.18794,0.10937
29.333333,1.16706,0.45196,0.28979,                         ,0.24623,0.12653,0.18816,0.11199
29.416667,1.16706,0.45278,0.29374,                         ,0.247,0.12904,0.19062,0.11538
29.5,1.16919,0.45401,0.29658,                         ,0.24751,0.12943,0.19242,0.11387
29.583333,1.16919,0.4569,0.2963,                         ,0.25084,0.13118,0.19354,0.11842
29.666667,1.16919,0.45898,0.29973,                         ,0.25213,0.13293,0.19693,0.11728
29.75,1.17134,0.46191,0.29973,                         ,0.25446,0.13352,0.19876,0.12167
29.833333,1.17349,0.46317,0.30291,                         ,0.25838,0.13667,0.20173,0.11842
29.916667,1.17349,0.46275,0.3061,                         ,0.25655,0.13588,0.20403,0.12378
30,1.17566,0.46952,0.31021,                         ,0.26101,0.13825,0.20635,0.12186
30.083333,1.17566,0.47037,0.31109,                         ,0.26233,0.13984,0.20612,0.12513
30.166667,1.17566,0.46995,0.31375,                         ,0.26259,0.14063,0.20751,0.12824
30.25,1.17783,0.47209,0.31614,                         ,0.26551,0.14243,0.20938,0.12999
30.333333,1.17783,0.47424,0.31673,                         ,0.26631,0.14383,0.21172,0.13097
30.416667,1.18002,0.47597,0.32064,                         ,0.27033,0.14645,0.21313,0.13195
30.5,1.18002,0.4777,0.32184,                         ,0.27087,0.14786,0.21764,0.13353
30.583333,1.18222,0.48032,0.32245,                         ,0.27494,0.14887,0.21787,0.13669
30.666667,1.18002,0.48075,0.32641,                         ,0.27467,0.1507,0.22194,0.13689
30.75,1.18222,0.48295,0.32886,                         ,0.27603,0.15111,0.22243,0.13828
30.833333,1.18443,0.48515,0.33163,                         ,0.2774,0.15254,0.22508,0.14088
30.916667,1.18665,0.4856,0.33318,                         ,0.28263,0.15418,0.22581,0.14088
31,1.18665,0.48871,0.33474,                         ,0.28402,0.15686,0.22727,0.14048
31.083333,1.18889,0.49005,0.34101,                         ,0.28319,0.15831,0.22898,0.14471
31.166667,1.18889,0.49229,0.34228,                         ,0.28737,0.15914,0.22849,0.14572
31.25,1.19113,0.49499,0.34291,                         ,0.29046,0.16248,0.228,0.14959
31.333333,1.19113,0.49545,0.34674,-0.1236,0.29131,0.16227,0.22922,0.14939
31.416667,1.19339,0.49863,0.34706,-0.12251,0.29272,0.16374,0.2302,0.15103
31.5,1.19339,0.50092,0.34995,-0.12022,0.29471,0.16563,0.23217,0.15
31.583333,1.19565,0.50275,0.35287,-0.11736,0.29959,0.1669,0.23168,0.15453
31.666667,1.19793,0.50368,0.35613,-0.11637,0.29815,0.16859,0.23439,0.15391
31.75,1.19793,0.50414,0.3581,-0.11493,0.29987,0.1703,0.23887,0.15931
31.833333,1.20022,0.50832,0.35777,-0.11081,0.30393,0.17286,0.24163,0.15973
31.916667,1.20022,0.51206,0.36107,-0.11003,0.30393,0.17394,0.24138,0.16162
32,1.20253,0.51066,0.36372,-0.10744,0.30744,0.17609,0.24492,0.1612
32.083333,1.20253,0.51395,0.36774,-0.10473,0.30861,0.17631,0.24517,0.16585
32.166667,1.20485,0.51442,0.37043,-0.10336,0.31186,0.17847,0.24746,0.16458
32.25,1.20717,0.51775,0.37213,-0.10051,0.31216,0.18087,0.24848,0.1699
32.333333,1.20717,0.51918,0.37485,-0.09729,0.31394,0.18394,0.24925,0.16776
32.416667,1.20717,0.52158,0.37863,-0.09809,0.31573,0.18504,0.25105,0.17464
32.5,1.21187,0.52496,0.38036,-0.09323,0.32115,0.18792,0.25311,0.17443
32.583333,1.21187,0.52447,0.38348,-0.09101,0.32085,0.18881,0.25493,0.17878
32.666667,1.21187,0.52739,0.38488,-0.08889,0.32449,0.19059,0.25701,0.17595
32.75,1.21424,0.52934,0.39086,-0.08701,0.32419,0.19328,0.26041,0.18097
32.833333,1.21424,0.5318,0.39015,-0.08452,0.32541,0.19441,0.25989,0.1823
32.916667,1.21662,0.53229,0.39264,-0.08189,0.33002,0.19712,0.26173,0.18562
33,1.21901,0.53925,0.39335,-0.07925,0.33064,0.19894,0.2673,0.18473
33.083333,1.22141,0.53825,0.39801,-0.07744,0.33375,0.19985,0.27241,0.18852
33.166667,1.22141,0.53975,0.39801,-0.07587,0.335,0.20306,0.27268,0.19098
33.25,1.22141,0.54226,0.40309,-0.07502,0.33814,0.20398,0.27376,0.19256
33.333333,1.22627,0.54429,0.40528,-0.07013,0.33814,0.20768,0.27675,0.19369
33.416667,1.22627,0.5453,0.40822,-0.07001,0.34257,0.20791,0.27894,0.1946
33.5,1.22871,0.54887,0.41267,-0.06519,0.34352,0.20977,0.28004,0.19574
33.583333,1.22871,0.5499,0.41193,-0.06457,0.34672,0.21259,0.27922,0.19985
33.666667,1.23117,0.55299,0.41529,-0.06207,0.34704,0.21518,0.28114,0.20377
33.75,1.23117,0.55506,0.41981,-0.06006,0.35222,0.2166,0.28809,0.20516
33.833333,1.23365,0.55871,0.41981,-0.05691,0.35222,0.21779,0.28921,0.20656
33.916667,1.23614,0.55924,0.424,-0.05322,0.35548,0.22041,0.29147,0.20984
34,1.23614,0.56134,0.42592,-0.05014,0.35811,0.22474,0.29515,0.21243
34.083333,1.23614,0.56292,0.42978,-0.04795,0.36109,0.22595,0.29715,0.21433
34.166667,1.24116,0.56718,0.42708,-0.04717,0.36342,0.22911,0.29916,0.21457
34.25,1.24116,0.56771,0.43329,-0.04405,0.36543,0.23058,0.30407,0.21982
34.333333,1.24369,0.56932,0.43368,-0.0413,0.36577,0.23058,0.30553,0.21767
34.416667,1.24369,0.56985,0.438,-0.03933,0.36812,0.23328,0.30787,0.22127
34.5,1.24624,0.57363,0.44157,-0.03588,0.36913,0.2365,0.30934,0.22151
34.583333,1.24624,0.57854,0.44517,-0.03362,0.37458,0.23774,0.31258,0.22563
34.666667,1.2488,0.58019,0.44598,-0.0308,0.37492,0.24099,0.31765,0.22637
34.75,1.25138,0.58019,0.4484,-0.02945,0.37733,0.24225,0.31855,0.23152
34.833333,1.25138,0.58461,0.45287,-0.02702,0.38079,0.24376,0.32097,0.23029
34.916667,1.25397,0.58517,0.45328,-0.02402,0.38183,0.24705,0.32036,0.2345
35,1.25397,0.58796,0.45864,-0.0232,0.38428,0.24909,0.32859,0.2345
35.083333,1.25658,0.59021,0.4603,-0.01783,0.38779,0.24986,0.32522,0.24076
35.166667,1.25658,0.59304,0.46197,-0.01644,0.38815,0.25269,0.33044,0.23925
35.25,1.2592,0.5936,0.46743,-0.01126,0.3917,0.25398,0.33198,0.24482
35.333333,1.2592,0.59932,0.46912,-0.00929,0.39384,0.25657,0.33323,0.24405
35.416667,1.26184,0.59932,0.4704,-0.00645,0.39635,0.25709,0.33478,0.25046
35.5,1.2645,0.59989,0.47511,-0.00474,0.39961,0.26128,0.34044,0.24866
35.583333,1.2645,0.60336,0.47727,-0.00187,0.40252,0.2655,0.3417,0.25357
35.666667,1.26717,0.60628,0.4803,0.00029,0.40362,0.2663,0.34584,0.25383
35.75,1.26986,0.60745,0.48293,0.00508,0.40619,0.2679,0.35099,0.25853
35.833333,1.27257,0.61216,0.486,0.00582,0.41063,0.27219,0.35229,0.26196
35.916667,1.27257,0.61454,0.48822,0.00846,0.41287,0.27327,0.35229,0.26489
36,1.27529,0.61573,0.49044,0.01067,0.41512,0.27381,0.35686,0.26515
36.083333,1.27529,0.61813,0.49268,0.01604,0.41662,0.27844,0.35785,0.2681
36.166667,1.27803,0.62235,0.49718,0.01709,0.41852,0.27981,0.36082,0.26891
36.25,1.27803,0.62418,0.50082,0.0204,0.42041,0.28228,0.36016,0.27351
36.333333,1.28079,0.62418,0.50173,0.02375,0.42347,0.28588,0.36481,0.27324
36.416667,1.28356,0.62969,0.50311,0.0265,0.42732,0.28588,0.36649,0.27679
36.5,1.28636,0.62908,0.50772,0.0302,0.4316,0.28896,0.37462,0.28037
36.583333,1.28356,0.63217,0.51098,0.03378,0.4312,0.29177,0.37805,0.28286
36.666667,1.28917,0.63653,0.51521,0.03597,0.43591,0.29346,0.3784,0.28175
36.75,1.292,0.63968,0.51616,0.0388,0.43868,0.2946,0.38395,0.28761
36.833333,1.292,0.64158,0.52187,0.04213,0.44067,0.29802,0.38781,0.28818
36.916667,1.292,0.64031,0.52235,0.04597,0.44227,0.30089,0.38605,0.29384
37,1.29484,0.64668,0.52669,0.04565,0.44589,0.30465,0.38852,0.29498
37.083333,1.29771,0.64796,0.52766,0.05049,0.44589,0.30581,0.391,0.29872
37.166667,1.3006,0.65184,0.53353,0.05325,0.45076,0.30815,0.39528,0.30103
37.25,1.3035,0.65379,0.5365,0.05571,0.45198,0.30932,0.39816,0.30394
37.333333,1.3035,0.65444,0.53848,0.06,0.45445,0.31375,0.40069,0.3054
37.416667,1.30643,0.65838,0.54048,0.06216,0.45775,0.31583,0.40324,0.30863
37.5,1.30643,0.65904,0.544,0.06567,0.4615,0.31822,0.4058,0.31249
37.583333,1.30937,0.66369,0.54958,0.06803,0.46402,0.32123,0.40617,0.31308
37.666667,1.31233,0.66569,0.55009,0.07142,0.4674,0.32395,0.40801,0.31159
37.75,1.31532,0.66973,0.55524,0.07587,0.46698,0.32547,0.41396,0.31909
37.833333,1.31832,0.67109,0.55627,0.07622,0.46867,0.32945,0.4181,0.3203
37.916667,1.31832,0.67245,0.55888,0.07915,0.4764,0.33161,0.42,0.32364
38,1.31832,0.67586,0.56307,0.08368,0.47727,0.33223,0.42152,0.32303
38.083333,1.32135,0.67724,0.56519,0.0872,0.48031,0.33316,0.42843,0.32856
38.166667,1.3244,0.68417,0.57105,0.09039,0.48515,0.33659,0.43037,0.32825
38.25,1.32747,0.68417,0.5732,0.09324,0.48692,0.33784,0.43545,0.33384
38.333333,1.33056,0.68769,0.5732,0.0963,0.48914,0.34257,0.4406,0.33415
38.416667,1.33056,0.69051,0.57809,0.1001,0.49317,0.34767,0.44219,0.34046
38.5,1.33367,0.69408,0.58082,0.10449,0.49543,0.35089,0.44379,0.34364
38.583333,1.33367,0.69695,0.58746,0.10651,0.50043,0.35186,0.44742,0.34524
38.666667,1.33367,0.69839,0.58914,0.10873,0.50273,0.35478,0.45107,0.34557
38.75,1.33681,0.70129,0.59194,0.11152,0.50503,0.35773,0.4523,0.34976
38.833333,1.34315,0.70421,0.59591,0.11509,0.50411,0.36135,0.45599,0.34911
38.916667,1.33997,0.70863,0.59819,0.11925,0.50735,0.36301,0.46181,0.35663
39,1.34635,0.71011,0.6022,0.12364,0.51203,0.36501,0.46558,0.35663
39.083333,1.34635,0.71234,0.60452,0.12499,0.51628,0.36702,0.45558,0.3626
39.166667,1.34958,0.71534,0.6086,0.12905,0.52009,0.3714,0.46097,0.3636
39.25,1.35284,0.7176,0.61153,0.13022,0.51914,0.37548,0.46685,0.36798
39.333333,1.35611,0.72139,0.6139,0.1363,0.52539,0.37617,0.47067,0.36967
39.416667,1.35611,0.72522,0.61986,0.13749,0.53027,0.37857,0.47238,0.37377
39.5,1.35942,0.72908,0.62469,0.14107,0.53174,0.38134,0.48016,0.37445
39.583333,1.35942,0.72908,0.62409,0.14509,0.5347,0.38307,0.48279,0.37617
39.666667,1.36274,0.73219,0.62958,0.14833,0.53818,0.38727,0.48587,0.38033
39.75,1.3661,0.73769,0.63328,0.15159,0.54068,0.39044,0.48897,0.38382
39.833333,1.36948,0.74167,0.63328,0.15468,0.54421,0.39257,0.493,0.38628
