time (hr),od-sensors-3.od-680_E21,od-sensors-6.od-680_E22,od-sensors-2.od-680_F21,od-sensors-5.od-680_F22,od-sensors-1.od-680_G21,od-sensors-7.od-680_G23,od-sensors-7.od-680_H21,od-sensors-8.od-680_H22
92.25,1.343654,1.146111733,1.284702,1.228061333,0.85413,0.856530733,0.786379867,0.790798
92.333333,1.345508,1.149117733,1.287816,1.231253333,0.855134,0.856778733,0.786895867,0.789628
92.416667,1.348008,1.151547733,1.29093,1.235401333,0.856138,0.857028733,0.786723867,0.789628
92.5,1.351144,1.153351733,1.293448,1.238643333,0.857142,0.857278733,0.786723867,0.789628
92.583333,1.354922,1.155181733,1.296606,1.241445333,0.858146,0.858028733,0.787069867,0.789628
92.666667,1.356832,1.158251733,1.29916,1.244263333,0.85915,0.858028733,0.787415867,0.791968
92.75,1.360014,1.160105733,1.301732,1.247577333,0.85915,0.858778733,0.787589867,0.790798
92.833333,1.361292,1.161973733,1.30496,1.249971333,0.85915,0.860034733,0.788281867,0.790798
92.916667,1.36323,1.166333733,1.307552,1.253341333,0.85915,0.861294733,0.788281867,0.790798
93,1.365842,1.169469733,1.309504,1.256729333,0.85915,0.861294733,0.788455867,0.793148
93.083333,1.36912,1.170729733,1.31147,1.260633333,0.85915,0.861294733,0.788803867,0.790798
93.166667,1.372424,1.172625733,1.313452,1.263577333,0.85915,0.861294733,0.789673867,0.790798
93.25,1.377048,1.175831733,1.31545,1.267041333,0.85915,0.861548733,0.790021867,0.791968
93.333333,1.380376,1.177117733,1.318124,1.270545333,0.85915,0.861042733,0.790543867,0.790798
93.416667,1.383756,1.179055733,1.322166,1.273557333,0.860166,0.862306733,0.791067867,0.793148
93.5,1.38647,1.181629733,1.325548,1.276089333,0.861182,0.863064733,0.791067867,0.793148
93.583333,1.388514,1.184221733,1.329652,1.279655333,0.862198,0.864074733,0.791417867,0.793148
93.666667,1.391272,1.185537733,1.333788,1.282739333,0.863214,0.863820733,0.791943867,0.794318
93.75,1.394732,1.188169733,1.337248,1.285861333,0.86423,0.864580733,0.792293867,0.793148
93.833333,1.397534,1.190149733,1.33934,1.289513333,0.86423,0.864580733,0.792819867,0.795508
93.916667,1.400336,1.193477733,1.342142,1.293187333,0.86423,0.865090733,0.793345867,0.793148
94,1.403852,1.196151733,1.34499,1.296365333,0.86423,0.865856733,0.793345867,0.793148
94.083333,1.4067,1.198843733,1.347134,1.300107333,0.86423,0.867648733,0.792995867,0.794318
94.166667,1.408846,1.201559733,1.350006,1.303895333,0.865258,0.868416733,0.793699867,0.793148
94.25,1.411008,1.204275733,1.35435,1.306601333,0.865258,0.870218733,0.794227867,0.793148
94.333333,1.41317,1.206335733,1.357244,1.309881333,0.866286,0.871246733,0.794227867,0.794318
94.416667,1.41609,1.208395733,1.358704,1.313181333,0.867314,0.872276733,0.794403867,0.795508
94.5,1.418288,1.210473733,1.36165,1.316523333,0.868342,0.872794733,0.795281867,0.795508
94.583333,1.421232,1.212565733,1.363868,1.319335333,0.868342,0.873568733,0.795281867,0.795508
94.666667,1.42496,1.214657733,1.365366,1.323849333,0.86937,0.874090733,0.795281867,0.795508
94.75,1.428688,1.216767733,1.368362,1.327835333,0.86937,0.875130733,0.795633867,0.794318
94.833333,1.430944,1.219591733,1.372896,1.331263333,0.86937,0.875912733,0.796161867,0.796688
94.916667,1.433966,1.221717733,1.375172,1.334149333,0.86937,0.876958733,0.796337867,0.796688
95,1.437014,1.224589733,1.37822,1.337647333,0.86937,0.878002733,0.796691867,0.796688
95.083333,1.439332,1.226735733,1.381294,1.339995333,0.86937,0.878526733,0.796339867,0.795508
95.166667,1.44165,1.229631733,1.384396,1.342961333,0.87041,0.879314733,0.796515867,0.796688
95.25,1.443968,1.231813733,1.386754,1.346531333,0.87145,0.880102733,0.797047867,0.796688
95.333333,1.446306,1.234733733,1.390684,1.350125333,0.87249,0.881162733,0.797401867,0.796688
95.416667,1.449466,1.236205733,1.393842,1.353769333,0.87353,0.881952733,0.797223867,0.796688
95.5,1.451044,1.239149733,1.396222,1.357413333,0.87457,0.883012733,0.797575867,0.796688
95.583333,1.454232,1.241385733,1.39944,1.361741333,0.87457,0.883808733,0.798105867,0.796688
95.666667,1.45742,1.243621733,1.401864,1.366101333,0.87457,0.884338733,0.798283867,0.795508
95.75,1.460636,1.245877733,1.403488,1.369215333,0.87457,0.884338733,0.798461867,0.796688
95.833333,1.463082,1.247375733,1.405936,1.372375333,0.87457,0.885136733,0.798993867,0.797878
95.916667,1.46633,1.249651733,1.409214,1.376181333,0.87457,0.885670733,0.799171867,0.799068
96,1.467968,1.251947733,1.410868,1.379411333,0.87457,0.886204733,0.799349867,0.799068
96.083333,1.470438,1.254243733,1.413362,1.381349333,0.87457,0.887274733,0.799171867,0.797878
96.166667,1.472094,1.255781733,1.415856,1.385905333,0.87457,0.888888733,0.799171867,0.797878
96.25,1.473764,1.259641733,1.418374,1.389183333,0.875622,0.889426733,0.799887867,0.797878
96.333333,1.476282,1.261977733,1.420916,1.392485333,0.876674,0.889696733,0.800419867,0.797878
96.416667,1.4788,1.263541733,1.424324,1.397217333,0.877726,0.890234733,0.800597867,0.799068
96.5,1.482206,1.265899733,1.426892,1.404005333,0.878778,0.890772733,0.801493867,0.797878
96.583333,1.485612,1.269057733,1.430332,1.409521333,0.87983,0.890500733,0.802389867,0.800268
96.666667,1.489052,1.270651733,1.432924,1.416473333,0.87983,0.891310733,0.802389867,0.799068
96.75,1.491644,1.272245733,1.435544,1.422755333,0.87983,0.892120733,0.802747867,0.799068
96.833333,1.494236,1.275463733,1.438188,1.427027333,0.87983,0.892662733,0.803105867,0.800268
96.916667,1.49599,1.278711733,1.441732,1.430633333,0.87983,0.892934733,0.803465867,0.799068
97,1.498636,1.281159733,1.444404,1.435013333,0.87983,0.892664733,0.803285867,0.800268
97.083333,1.50131,1.283607733,1.447076,1.438709333,0.87983,0.892664733,0.803105867,0.800268
97.166667,1.503984,1.286885733,1.449776,1.443165333,0.87983,0.892936733,0.804005867,0.799068
97.25,1.506658,1.289379733,1.452506,1.446895333,0.87983,0.893208733,0.804365867,0.800268
97.333333,1.50936,1.290209733,1.454336,1.450655333,0.87983,0.893208733,0.804365867,0.800268
97.416667,1.512088,1.292727733,1.457094,1.453703333,0.87983,0.893750733,0.804365867,0.801458
97.5,1.513916,1.295245733,1.460792,1.456779333,0.880896,0.894022733,0.805085867,0.801458
97.583333,1.516674,1.296933733,1.464528,1.460673333,0.881962,0.894294733,0.804905867,0.800268
97.666667,1.519432,1.298637733,1.467344,1.465369333,0.883028,0.894566733,0.805265867,0.801458
97.75,1.522218,1.302045733,1.47112,1.469301333,0.884094,0.895384733,0.805085867,0.801458
97.833333,1.525036,1.304637733,1.473968,1.473269333,0.88516,0.895384733,0.805805867,0.802658
97.916667,1.527854,1.307229733,1.476848,1.477271333,0.88516,0.895384733,0.805805867,0.801458
98,1.529742,1.310703733,1.47878,1.480519333,0.88516,0.895112733,0.805805867,0.802658
98.083333,1.53356,1.313321733,1.481692,1.482965333,0.88516,0.895386733,0.805985867,0.800268
98.166667,1.53644,1.315967733,1.484638,1.487081333,0.88516,0.895386733,0.806345867,0.801458
98.25,1.53837,1.317741733,1.487584,1.490389333,0.88516,0.895930733,0.806707867,0.802658
98.333333,1.5403,1.320415733,1.490562,1.493731333,0.88516,0.895930733,0.807069867,0.802658
98.416667,1.543212,1.323115733,1.494556,1.497105333,0.88516,0.896476733,0.807977867,0.803868
98.5,1.544194,1.325815733,1.496554,1.501343333,0.88516,0.896750733,0.808339867,0.803868
98.583333,1.546168,1.327623733,1.497558,1.504783333,0.88516,0.896476733,0.809067867,0.801458
98.666667,1.548142,1.330351733,1.500606,1.509105333,0.88516,0.897024733,0.809249867,0.801458
98.75,1.55112,1.332179733,1.50265,1.513471333,0.88516,0.898396733,0.809977867,0.802658
98.833333,1.554132,1.334027733,1.504718,1.516981333,0.88516,0.898396733,0.810159867,0.802658
98.916667,1.558172,1.336815733,1.506762,1.520527333,0.88696,0.899224733,0.810707867,0.802658
99,1.56122,1.340553733,1.510898,1.522301333,0.88786,0.900324733,0.810707867,0.802658
99.083333,1.564268,1.343371733,1.51299,1.525921333,0.8884,0.901152733,0.810891867,0.802658
99.166667,1.567352,1.346189733,1.516148,1.528649333,0.88948,0.901152733,0.811073867,0.799068
99.25,1.56942,1.348079733,1.519346,1.532307333,0.89056,0.901702733,0.811073867,0.803868
99.333333,1.571514,1.349987733,1.524676,1.536003333,0.89056,0.901702733,0.811439867,0.806288
99.416667,1.574672,1.351917733,1.526822,1.541549333,0.89056,0.901978733,0.811439867,0.805078
99.5,1.57783,1.352875733,1.53006,1.545327333,0.89056,0.901978733,0.812171867,0.803868
99.583333,1.579948,1.355785733,1.533338,1.550075333,0.89056,0.902254733,0.812171867,0.805078
99.666667,1.583146,1.358695733,1.53443,1.553893333,0.89056,0.902530733,0.812353867,0.806288
99.75,1.58529,1.361641733,1.536658,1.557755333,0.89056,0.902530733,0.812353867,0.805078
99.833333,1.587462,1.363615733,1.539978,1.561659333,0.89056,0.903088733,0.813269867,0.802658
99.916667,1.59074,1.367565733,1.542206,1.565607333,0.89056,0.903366733,0.813269867,0.805078
100,1.594018,1.369563733,1.544462,1.569601333,0.89056,0.903644733,0.813453867,0.802658
100.083333,1.596216,1.372577733,1.548974,1.572579333,0.89056,0.904478733,0.813821867,0.803868
100.166667,1.599536,1.375625733,1.551258,1.576619333,0.89056,0.905316733,0.814005867,0.805078
100.25,1.601764,1.378673733,1.553542,1.579667333,0.89056,0.905316733,0.814005867,0.805078
100.333333,1.604022,1.380717733,1.556992,1.582751333,0.89238,0.905596733,0.814373867,0.806288
100.416667,1.60628,1.383801733,1.56049,1.584819333,0.891925,0.905876733,0.814925867,0.806288
100.5,1.609688,1.385869733,1.564036,1.590021333,0.891652,0.905596733,0.815665867,0.806288
100.583333,1.611974,1.387961733,1.567582,1.593179333,0.892744,0.905876733,0.816219867,0.806288
100.666667,1.615426,1.389001733,1.571128,1.597417333,0.893836,0.905876733,0.816219867,0.805078
100.75,1.617742,1.391093733,1.574724,1.600615333,0.893836,0.905596733,0.816035867,0.806288
100.833333,1.62124,1.393211733,1.577138,1.604905333,0.894928,0.906156733,0.816035867,0.805078
100.916667,1.622406,1.395329733,1.579586,1.607077333,0.89602,0.906716733,0.815663867,0.805078
101,1.624754,1.398567733,1.582034,1.610357333,0.89602,0.907280733,0.815477867,0.806288
101.083333,1.628348,1.401765733,1.584482,1.613677333,0.89602,0.908122733,0.815661867,0.806288
101.166667,1.630728,1.405003733,1.586964,1.618133333,0.89602,0.909526733,0.816031867,0.807498
101.25,1.63314,1.407175733,1.590714,1.621497333,0.89602,0.909808733,0.815663867,0.808718
101.333333,1.636734,1.410453733,1.593232,1.624861333,0.89602,0.910370733,0.816221867,0.807498
101.416667,1.639146,1.411559733,1.59575,1.628267333,0.89602,0.910370733,0.816779867,0.807498
101.5,1.640378,1.414879733,1.599554,1.631719333,0.897126,0.911220733,0.817151867,0.808718
101.583333,1.644074,1.418241733,1.602108,1.635217333,0.897126,0.911220733,0.818081867,0.807498
101.666667,1.646556,1.421603733,1.6047,1.639913333,0.898232,0.912642733,0.818635867,0.808718
101.75,1.649038,1.423859733,1.607292,1.644609333,0.898232,0.913492733,0.819007867,0.808718
101.833333,1.652788,1.427267733,1.609884,1.649369333,0.899338,0.914918733,0.819379867,0.807498
101.916667,1.655306,1.429553733,1.612516,1.652963333,0.898232,0.915202733,0.820123867,0.807498
102,1.65786,1.430705733,1.615148,1.656607333,0.899338,0.916342733,0.819751867,0.808718
102.083333,1.660414,1.434203733,1.617822,1.659053333,0.899338,0.916054733,0.820681867,0.808718
102.166667,1.662968,1.437701733,1.620496,1.662749333,0.900444,0.916338733,0.820681867,0.809938
102.25,1.665562,1.440047733,1.624538,1.666499333,0.900444,0.916052733,0.820495867,0.807498
102.333333,1.669482,1.442393733,1.627254,1.670249333,0.90155,0.916340733,0.819751867,0.807498
102.416667,1.672116,1.445937733,1.631358,1.672767333,0.90155,0.916914733,0.819937867,0.807498
102.5,1.67475,1.448351733,1.634114,1.676573333,0.90155,0.917488733,0.819565867,0.808718
102.583333,1.677384,1.450765733,1.63687,1.680435333,0.90155,0.918640733,0.819751867,0.809938
102.666667,1.680056,1.454411733,1.639672,1.683029333,0.90155,0.919504733,0.820499867,0.808718
102.75,1.681402,1.458057733,1.642474,1.686949333,0.90155,0.920948733,0.821057867,0.808718
102.833333,1.684116,1.460505733,1.645322,1.690869333,0.90155,0.921238733,0.821243867,0.808718
102.916667,1.68683,1.461737733,1.64817,1.694847333,0.90155,0.922396733,0.821803867,0.808718
103,1.689544,1.464219733,1.652478,1.697519333,0.90155,0.922106733,0.821617867,0.808718
103.083333,1.692302,1.466737733,1.655372,1.700191333,0.90155,0.922106733,0.821241867,0.808718
103.166667,1.69506,1.469255733,1.658266,1.702905333,0.90155,0.922106733,0.821803867,0.808718
103.25,1.697862,1.471773733,1.661212,1.704251333,0.90155,0.922396733,0.821245867,0.811168
103.333333,1.700664,1.475577733,1.664158,1.705619333,0.90155,0.921816733,0.821245867,0.809938
103.416667,1.704902,1.478131733,1.665644,1.706987333,0.902672,0.922686733,0.821431867,0.809938
103.5,1.70775,1.480723733,1.66713,1.709745333,0.903794,0.922976733,0.821431867,0.808718
103.583333,1.710598,1.482009733,1.671664,1.712547333,0.904916,0.923268733,0.821619867,0.811168
103.666667,1.713494,1.485927733,1.674712,1.716717333,0.904916,0.924144733,0.822741867,0.809938
103.75,1.717874,1.488559733,1.67776,1.720955333,0.904916,0.925310733,0.823117867,0.809938
103.833333,1.720818,1.491191733,1.680808,1.725193333,0.904916,0.925896733,0.823493867,0.812398
103.916667,1.723762,1.493865733,1.683856,1.728041333,0.904916,0.926478733,0.824245867,0.811168
104,1.726706,1.497845733,1.68542,1.730937333,0.904916,0.927066733,0.824433867,0.809938
104.083333,1.72819,1.500561733,1.688578,1.733833333,0.906038,0.926772733,0.824433867,0.812398
104.166667,1.72819,1.503277733,1.691736,1.735293333,0.90716,0.927066733,0.824433867,0.811168
104.25,1.7297,1.507383733,1.696518,1.736753333,0.90716,0.926772733,0.824999867,0.811168
104.333333,1.73121,1.510141733,1.7013,1.739697333,0.90716,0.926772733,0.824811867,0.808718
104.416667,1.734258,1.512899733,1.704518,1.741181333,0.90716,0.926184733,0.825001867,0.811168
104.5,1.737306,1.515701733,1.707796,1.741923333,0.90716,0.926772733,0.825379867,0.811168
104.583333,1.74192,1.518503733,1.711074,1.74316,0.90716,0.927362733,0.825757867,0.813628
104.666667,1.745024,1.519915733,1.712728,1.745633333,0.90716,0.927950733,0.825757867,0.809938
104.75,1.748128,1.522763733,1.71607,1.745633333,0.90716,0.929128733,0.826135867,0.811168
104.833333,1.749694,1.525611733,1.719412,1.748153333,0.90716,0.930010733,0.826895867,0.812398
104.916667,1.752854,1.527047733,1.7211,1.749413333,0.90716,0.930896733,0.827275867,0.812398
105,1.754448,1.529943733,1.724508,1.750169333,0.90716,0.930896733,0.827655867,0.813628
105.083333,1.756042,1.532839733,1.727916,1.753217333,0.908294,0.930896733,0.827845867,0.812398
105.166667,1.759258,1.535783733,1.729636,1.756265333,0.909428,0.930896733,0.827467867,0.812398
105.25,1.762474,1.538727733,1.73311,1.757801333,0.910562,0.930896733,0.827467867,0.811168
105.333333,1.765752,1.543181733,1.736584,1.759337333,0.911696,0.930600733,0.827277867,0.811168
105.416667,1.767374,1.546175733,1.738338,1.762439333,0.91283,0.930896733,0.827467867,0.813628
105.5,1.770652,1.549169733,1.741882,1.764005333,0.91283,0.930896733,0.827657867,0.812398
105.583333,1.772308,1.552217733,1.745426,1.767165333,0.91283,0.930896733,0.828795867,0.812398
105.666667,1.77565,1.555265733,1.747216,1.770325333,0.91283,0.930896733,0.828605867,0.813628
105.75,1.777336,1.556803733,1.749006,1.773485333,0.91283,0.931192733,0.828985867,0.813628
105.833333,1.780678,1.559905733,1.752626,1.775079333,0.91283,0.930896733,0.828985867,0.813628
105.916667,1.784084,1.563007733,1.754456,1.778295333,0.91283,0.931486733,0.829175867,0.813628
106,1.78749,1.564571733,1.758154,1.778295333,0.91283,0.931486733,0.828985867,0.812398
106.083333,1.78921,1.566135733,1.759984,1.779917333,0.91283,0.931486733,0.829367867,0.812398
106.166667,1.79093,1.569293733,1.763682,1.781539333,0.91283,0.931190733,0.829557867,0.813628
106.25,1.794404,1.570887733,1.76555,1.783161333,0.91283,0.931486733,0.829557867,0.813628
106.333333,1.796158,1.574105733,1.767418,1.783161333,0.91283,0.931782733,0.829557867,0.814858
106.416667,1.797912,1.577323733,1.769326,1.784783333,0.91283,0.932376733,0.830129867,0.812398
106.5,1.799666,1.582195733,1.775054,1.786439333,0.91283,0.933266733,0.830511867,0.812398
106.583333,1.803212,1.585473733,1.778914,1.788095333,0.91283,0.934460733,0.830893867,0.813628
106.666667,1.805004,1.588751733,1.782774,1.789751333,0.91283,0.935058733,0.831657867,0.814858
106.75,1.806796,1.590405733,1.786634,1.793093333,0.91283,0.935356733,0.832229867,0.816098
106.833333,1.808588,1.592059733,1.786634,1.794749333,0.91283,0.935956733,0.832039867,0.813628
106.916667,1.81038,1.593747733,1.786634,1.794749333,0.91283,0.936256733,0.832039867,0.813628
107,1.81038,1.595435733,1.788632,1.796435333,0.91283,0.935656733,0.832231867,0.813628
107.083333,1.812208,1.598843733,1.79063,1.798121333,0.91283,0.935356733,0.831467867,0.814858
107.166667,1.814036,1.602251733,1.792628,1.798121333,0.91283,0.935656733,0.831659867,0.813628
107.25,1.817732,1.605659733,1.798622,1.801527333,0.91283,0.935356733,0.831659867,0.814858
107.333333,1.821428,1.607379733,1.802664,1.804933333,0.91283,0.935356733,0.831659867,0.814858
107.416667,1.825124,1.610853733,1.804708,1.805793333,0.91283,0.935656733,0.831853867,0.816098
107.5,1.826992,1.612607733,1.806752,1.807226666,0.91283,0.936558733,0.833197867,0.816098
107.583333,1.82886,1.616153733,1.810888,1.810093333,0.91283,0.936858733,0.833391867,0.812398
107.666667,1.83077,1.619699733,1.81298,1.810093333,0.91427,0.937762733,0.833773867,0.814858
107.75,1.834632,1.623245733,1.817218,1.810093333,0.913982,0.938364733,0.834159867,0.813628
107.833333,1.838494,1.625037733,1.81931,1.810093333,0.915134,0.938966733,0.834159867,0.814858
107.916667,1.842356,1.628657733,1.823548,1.810093333,0.916286,0.939268733,0.833965867,0.814858
108,1.848214,1.630485733,1.825694,1.811847333,0.917438,0.939268733,0.833965867,0.816098
108.083333,1.852162,1.632313733,1.830038,1.813601333,0.917438,0.939268733,0.834351867,0.814858
108.166667,1.854158,1.636009733,1.830038,1.815355333,0.91859,0.938966733,0.834545867,0.817348
108.25,1.856154,1.639705733,1.834382,1.817109333,0.91859,0.938966733,0.834931867,0.816098
108.333333,1.85815,1.643481733,1.83658,1.818863333,0.91859,0.938664733,0.835317867,0.816098
108.416667,1.85815,1.647257733,1.841034,1.818863333,0.91859,0.939874733,0.835509867,0.817348
108.5,1.85815,1.651033733,1.84329,1.820655333,0.91859,0.939874733,0.835509867,0.817348
108.583333,1.860194,1.654893733,1.847744,1.822447333,0.91859,0.940780733,0.835315867,0.816098
108.666667,1.862238,1.658753733,1.85,1.823343333,0.91859,0.941994733,0.835121867,0.819838
108.75,1.864282,1.660705733,1.854572,1.824836666,0.91859,0.942598733,0.835511867,0.817348
108.833333,1.866326,1.662657733,1.856888,1.827823333,0.91859,0.942598733,0.835897867,0.817348
108.916667,1.86837,1.666607733,1.859204,1.827823333,0.919756,0.943204733,0.836477867,0.816098
109,1.86837,1.668605733,1.86152,1.827823333,0.919756,0.944736733,0.837057867,0.817348
109.083333,1.870464,1.670603733,1.863836,1.830108333,0.920922,0.944736733,0.837833867,0.816098
109.166667,1.870464,1.672601733,1.866216,1.831479333,0.920922,0.945652733,0.837057867,0.817348
109.25,1.870464,1.676643733,1.866216,1.833307333,0.922088,0.946264733,0.837057867,0.818588
109.333333,1.872558,1.678687733,1.868596,1.833307333,0.922088,0.947492733,0.837643867,0.818588
109.416667,1.874652,1.680731733,1.870976,1.835135333,0.923254,0.947184733,0.837449867,0.817348
109.5,1.874652,1.682775733,1.873356,1.837003333,0.923254,0.948106733,0.837253867,0.821098
109.583333,1.876746,1.686911733,1.873356,1.837003333,0.92442,0.948722733,0.837447867,0.818588
109.666667,1.87884,1.689003733,1.875736,1.837003333,0.92442,0.949338733,0.837255867,0.818588
109.75,1.87884,1.691095733,1.875736,1.838831333,0.92442,0.948416733,0.836865867,0.819838
109.833333,1.87884,1.693187733,1.878184,1.840699333,0.92442,0.948108733,0.837255867,0.817348
109.916667,1.87884,1.695279733,1.880632,1.840699333,0.92442,0.947492733,0.837255867,0.817348
110,1.880984,1.697425733,1.88308,1.842567333,0.92442,0.947184733,0.837641867,0.817348
110.083333,1.880984,1.699571733,1.885528,1.844435333,0.92442,0.946262733,0.838613867,0.819838
110.166667,1.883128,1.701717733,1.887976,1.846303333,0.92442,0.946568733,0.838807867,0.818588
110.25,1.885272,1.706061733,1.887976,1.846303333,0.92442,0.946568733,0.839001867,0.817348
110.333333,1.887416,1.710405733,1.887976,1.846303333,0.92442,0.946568733,0.839197867,0.818588
110.416667,1.887416,1.712603733,1.887976,1.848213333,0.92442,0.946260733,0.839587867,0.818588
110.5,1.88956,1.714801733,1.887976,1.848213333,0.92442,0.946566733,0.839783867,0.818588
110.583333,1.88956,1.716999733,1.890494,1.850123333,0.92442,0.946566733,0.839783867,0.818588
110.666667,1.891758,1.716999733,1.893012,1.852033333,0.92442,0.946260733,0.839979867,0.818588
110.75,1.893956,1.719255733,1.89553,1.853943333,0.92442,0.946568733,0.840173867,0.819838
110.833333,1.896154,1.721511733,1.898048,1.853943333,0.92442,0.946568733,0.840565867,0.818588
110.916667,1.898352,1.723767733,1.900566,1.855853333,0.92442,0.946568733,0.839979867,0.818588
111,1.90055,1.726023733,1.900566,1.855853333,0.92442,0.946876733,0.840371867,0.819838
111.083333,1.90055,1.728279733,1.900566,1.855853333,0.92442,0.947798733,0.840371867,0.819838
111.166667,1.90055,1.728279733,1.900566,1.857805333,0.92442,0.948416733,0.840567867,0.819838
111.25,1.90055,1.730597733,1.900566,1.859757333,0.9256,0.948724733,0.840959867,0.818588
111.333333,1.90055,1.732915733,1.900566,1.861709333,0.9256,0.949032733,0.841741867,0.819838
111.416667,1.90055,1.735233733,1.900566,1.863661333,0.92678,0.948418733,0.841349867,0.818588
111.5,1.902808,1.737551733,1.903158,1.865613333,0.92796,0.948728733,0.841741867,0.822348
111.583333,1.905066,1.739869733,1.90575,1.865613333,0.92914,0.948110733,0.842527867,0.821098
111.666667,1.907324,1.739869733,1.908342,1.865613333,0.92914,0.948110733,0.842527867,0.819838
111.75,1.909582,1.739869733,1.910934,1.865613333,0.93032,0.948418733,0.842723867,0.821098
111.833333,1.91184,1.739869733,1.913526,1.865613333,0.93032,0.949650733,0.842919867,0.821098
111.916667,1.91184,1.742247733,1.913526,1.865613333,0.93032,0.949650733,0.843511867,0.818588
112,1.91184,1.742247733,1.913526,1.867609333,0.93032,0.949958733,0.843313867,0.819838
112.083333,1.91184,1.744625733,1.913526,1.869605333,0.93032,0.950266733,0.843117867,0.819838
112.166667,1.91184,1.747003733,1.913526,1.871601333,0.93032,0.949958733,0.843513867,0.819838
112.25,1.91184,1.749381733,1.9162,1.873597333,0.93032,0.949340733,0.843905867,0.819838
112.333333,1.914156,1.749381733,1.918874,1.875593333,0.93032,0.949650733,0.843707867,0.821098
112.416667,1.916472,1.751759733,1.921548,1.875593333,0.93032,0.949342733,0.843905867,0.819838
112.5,1.918788,1.751759733,1.924222,1.875593333,0.93032,0.949342733,0.844101867,0.819838
112.583333,1.921104,1.751759733,1.926896,1.875593333,0.93032,0.949960733,0.843705867,0.821098
112.666667,1.92342,1.751759733,1.926896,1.875593333,0.93032,0.949960733,0.844297867,0.821098
112.75,1.92342,1.754207733,1.926896,1.875593333,0.93032,0.949960733,0.844495867,0.822348
112.833333,1.92342,1.756655733,1.926896,1.877637333,0.93032,0.950888733,0.844693867,0.822348
112.916667,1.92342,1.759103733,1.926896,1.879681333,0.93032,0.951508733,0.844693867,0.822348
113,1.9258,1.761551733,1.926896,1.881725333,0.9318175,0.952130733,0.844891867,0.821098
113.083333,1.9258,1.763999733,1.926896,1.881725333,0.931518,0.952748733,0.844693867,0.823608
113.166667,1.926395,1.763999733,1.929652,1.881725333,0.932716,0.952748733,0.844891867,0.822348
113.25,1.927386667,1.763999733,1.932408,1.881725333,0.932716,0.952748733,0.844693867,0.822348
113.333333,1.927386667,1.763999733,1.935164,1.881725333,0.932716,0.952748733,0.845287867,0.821098
113.416667,1.927386667,1.763999733,1.93792,1.881725333,0.931518,0.952436733,0.845683867,0.823608
113.5,1.931353333,1.763999733,1.940676,1.883769333,0.932716,0.952746733,0.845881867,0.822348
113.583333,1.932345,1.763999733,1.940676,1.885813333,0.932716,0.952746733,0.845683867,0.822348
113.666667,1.93294,1.763999733,1.940676,1.885813333,0.933914,0.952746733,0.846277867,0.822348
113.75,1.93532,1.7681964,1.940676,1.885813333,0.933914,0.952746733,0.846277867,0.822348
113.833333,1.93532,1.770294733,1.940676,1.885813333,0.935112,0.952746733,0.846079867,0.823608
113.916667,1.93532,1.771553733,1.940676,1.885813333,0.933914,0.953058733,0.846079867,0.823608
114,1.937766,1.774071733,1.940676,1.887907333,0.933914,0.952748733,0.846079867,0.822348
114.083333,1.940212,1.776589733,1.940676,1.890001333,0.933914,0.952748733,0.846279867,0.823608
114.166667,1.942658,1.776589733,1.940676,1.892095333,0.935112,0.953060733,0.846477867,0.823608
114.25,1.945104,1.776589733,1.940676,1.894189333,0.935112,0.953060733,0.846675867,0.823608
114.333333,1.945104,1.776589733,1.943524,1.896283333,0.93631,0.952748733,0.847071867,0.824878
114.416667,1.945104,1.779181733,1.946372,1.896283333,0.93631,0.953370733,0.847467867,0.822348
114.5,1.942658,1.779829733,1.94922,1.896283333,0.93631,0.953060733,0.847069867,0.823608
114.583333,1.942658,1.780909733,1.952068,1.896283333,0.93631,0.953374733,0.846871867,0.824878
114.666667,1.942658,1.780909733,1.954916,1.896283333,0.93631,0.953374733,0.846871867,0.826148
114.75,1.945104,1.785229733,1.954916,1.896283333,0.93631,0.953686733,0.846871867,0.823608
114.833333,1.945104,1.785229733,1.954916,1.896283333,0.93631,0.954314733,0.846673867,0.823608
114.916667,1.94755,1.786309733,1.954916,1.896283333,0.93631,0.954624733,0.846673867,0.824878
115,1.94755,1.786957733,1.954916,1.898427333,0.93631,0.954310733,0.847469867,0.824878
115.083333,1.94755,1.789549733,1.954916,1.898963333,0.93631,0.955566733,0.848065867,0.824878
115.166667,1.94755,1.789549733,1.954916,1.899856666,0.93631,0.955880733,0.848463867,0.823608
115.25,1.94755,1.789549733,1.954916,1.90343,0.93631,0.955252733,0.848861867,0.822348
115.333333,1.950068,1.789549733,1.957862,1.90343,0.93631,0.955252733,0.848465867,0.822348
115.416667,1.952586,1.789549733,1.957862,1.90343,0.93631,0.955566733,0.848067867,0.822348
115.5,1.953845,1.792223733,1.960808,1.901643333,0.93631,0.955250733,0.848467867,0.826148
115.583333,1.955943333,1.794897733,1.963754,1.902715333,0.93631,0.955250733,0.848867867,0.824878
115.666667,1.96014,1.794897733,1.9667,1.902715333,0.93631,0.955878733,0.849265867,0.824878
115.75,1.96014,1.794897733,1.9659635,1.904859333,0.93631,0.956504733,0.850457867,0.824878
115.833333,1.96014,1.797571733,1.969646,1.904859333,0.93631,0.956504733,0.850655867,0.826148
115.916667,1.96014,1.797571733,1.969646,1.907003333,0.93631,0.956190733,0.850455867,0.823608
116,1.96014,1.797571733,1.969646,1.907003333,0.93631,0.955876733,0.850255867,0.824878
