time (hr),od-sensors-3.od-680_E21,od-sensors-6.od-680_E22,od-sensors-2.od-680_F21,od-sensors-5.od-680_F22,od-sensors-1.od-680_G21,od-sensors-7.od-680_G23,od-sensors-7.od-680_H21,od-sensors-8.od-680_H22
45.5,0.225298,0.191269333,0.182129333,0.146323333,0.161264,0.183773333,0.266042667,0.24982
45.583333,0.226098,0.191661333,0.182845333,0.147229333,0.161864,0.184863333,0.267222667,0.24982
45.666667,0.226944,0.192317333,0.183645333,0.148549333,0.162866,0.186159333,0.268148667,0.2517
45.75,0.227704,0.193237333,0.184279333,0.149379333,0.163668,0.187461333,0.269022667,0.25029
45.833333,0.22891,0.193983333,0.185255333,0.150135333,0.164672,0.187735333,0.270058667,0.25335
45.916667,0.229538,0.194993333,0.186403333,0.150517333,0.165478,0.189047333,0.270732667,0.25454
46,0.230616,0.196093333,0.187341333,0.151167333,0.166486,0.190501333,0.271512667,0.25454
46.083333,0.231878,0.197153333,0.188493333,0.151779333,0.167092,0.191889333,0.272396667,0.25811
46.166667,0.232868,0.197817333,0.189347333,0.152925333,0.168106,0.193073333,0.273700667,0.25811
46.25,0.233592,0.198883333,0.189819333,0.154421333,0.169122,0.195157333,0.274958667,0.25668
46.333333,0.234452,0.199995333,0.190379333,0.155305333,0.169936,0.196279333,0.276266667,0.26026
46.416667,0.23536,0.201379333,0.191673333,0.156383333,0.170752,0.197827333,0.277368667,0.26123
46.5,0.235906,0.202049333,0.192363333,0.157617333,0.171568,0.199377333,0.278578667,0.26364
46.583333,0.23668,0.202941333,0.193183333,0.158701333,0.172592,0.201003333,0.279368667,0.26558
46.666667,0.237776,0.203613333,0.194523333,0.159829333,0.173412,0.202635333,0.280432667,0.26704
46.75,0.238968,0.204559333,0.195477333,0.160997333,0.17444,0.204271333,0.281816667,0.26729
46.833333,0.239518,0.204873333,0.195825333,0.161815333,0.17547,0.205631333,0.282986667,0.269
46.916667,0.24076,0.205817333,0.196607333,0.162987333,0.176708,0.207283333,0.284806667,0.269
47,0.24219,0.207491333,0.197827333,0.164479333,0.17733,0.208939333,0.286520667,0.27096
47.083333,0.243068,0.208715333,0.198307333,0.165147333,0.17816,0.210529333,0.287328667,0.27294
47.166667,0.243716,0.209349333,0.199403333,0.165973333,0.17899,0.211905333,0.288352667,0.27121
47.25,0.244686,0.210669333,0.200501333,0.166917333,0.179824,0.213581333,0.289592667,0.27368
47.333333,0.245898,0.211809333,0.201865333,0.167551333,0.18045,0.214455333,0.290298667,0.27616
47.416667,0.246364,0.212453333,0.202527333,0.168267333,0.181916,0.215701333,0.291330667,0.27716
47.5,0.246876,0.213371333,0.203631333,0.169739333,0.182754,0.217097333,0.293076667,0.28168
47.583333,0.248282,0.214843333,0.204519333,0.171053333,0.183804,0.218347333,0.294774667,0.28244
47.666667,0.249734,0.215257333,0.205587333,0.172207333,0.184644,0.219159333,0.296364667,0.28396
47.75,0.250632,0.216271333,0.206659333,0.173445333,0.185696,0.220785333,0.297738667,0.28447
47.833333,0.251384,0.216917333,0.207817333,0.174207333,0.18612,0.221749333,0.299116667,0.28574
47.916667,0.252134,0.217797333,0.208977333,0.174489333,0.187178,0.223245333,0.299612667,0.28676
48,0.252418,0.218635333,0.210235333,0.175377333,0.188242,0.224287333,0.300446667,0.28829
48.083333,0.253226,0.219653333,0.210863333,0.176305333,0.189306,0.225559333,0.301392667,0.28906
48.166667,0.254132,0.220775333,0.211585333,0.176829333,0.190372,0.226611333,0.302450667,0.29138
48.25,0.255414,0.221427333,0.212441333,0.178291333,0.191442,0.227815333,0.303288667,0.28932
48.333333,0.256934,0.222459333,0.212847333,0.179671333,0.192512,0.229029333,0.304912667,0.29189
48.416667,0.258078,0.222929333,0.213347333,0.180363333,0.193372,0.231001333,0.306150667,0.29371
48.5,0.259182,0.224055333,0.214483333,0.181585333,0.194232,0.232981333,0.307674667,0.29527
48.583333,0.259614,0.224715333,0.215119333,0.183343333,0.195094,0.235121333,0.308974667,0.29893
48.666667,0.260528,0.225891333,0.216259333,0.184167333,0.195958,0.237033333,0.310104667,0.29893
48.75,0.261978,0.226887333,0.217809333,0.185237333,0.196824,0.238421333,0.311354667,0.2984
48.833333,0.263284,0.227785333,0.218909333,0.186307333,0.19813,0.239733333,0.312956667,0.30262
48.916667,0.264206,0.229693333,0.219827333,0.187259333,0.199436,0.241133333,0.314448667,0.30394
49,0.26591,0.231269333,0.221021333,0.188131333,0.200966,0.242303333,0.315594667,0.30714
49.083333,0.267472,0.232175333,0.222081333,0.189255333,0.202278,0.244101333,0.317142667,0.30581
49.166667,0.268552,0.233763333,0.223147333,0.189921333,0.203594,0.245589333,0.318354667,0.30714
49.25,0.26978,0.235201333,0.224119333,0.191087333,0.204476,0.247239333,0.319516667,0.30956
49.333333,0.271258,0.235685333,0.224953333,0.191921333,0.205358,0.248341333,0.320624667,0.31091
49.416667,0.272248,0.236363333,0.226399333,0.192971333,0.206022,0.249527333,0.321844667,0.31199
49.5,0.273238,0.238299333,0.227757333,0.193645333,0.206908,0.250479333,0.323538667,0.31389
49.583333,0.27403,0.238591333,0.228835333,0.194991333,0.207798,0.251833333,0.325358667,0.31361
49.666667,0.275124,0.239611333,0.230483333,0.196259333,0.20869,0.253515333,0.326772667,0.31716
49.75,0.276022,0.240687333,0.231609333,0.197017333,0.21003,0.254955333,0.327418667,0.32073
49.833333,0.277172,0.241911333,0.232793333,0.197865333,0.211148,0.256803333,0.329190667,0.32046
49.916667,0.278124,0.242699333,0.233457333,0.198969333,0.21227,0.258495333,0.330558667,0.32129
50,0.279228,0.243777333,0.234167333,0.199991333,0.213394,0.259707333,0.331392667,0.32046
50.083333,0.280388,0.244811333,0.234691333,0.201103333,0.21452,0.260929333,0.332770667,0.3235
50.166667,0.28155,0.245749333,0.235927333,0.202855333,0.215424,0.262805333,0.334020667,0.32462
50.25,0.282716,0.246841333,0.236309333,0.203927333,0.216784,0.263457333,0.334860667,0.32685
50.333333,0.28378,0.247337333,0.237265333,0.205089333,0.21769,0.265019333,0.335886667,0.3291
50.416667,0.285254,0.248631333,0.238557333,0.206125333,0.218828,0.266581333,0.337094667,0.33192
50.5,0.286634,0.249877333,0.239615333,0.206949333,0.21974,0.268489333,0.337822667,0.33107
50.583333,0.287658,0.251227333,0.240627333,0.208035333,0.220886,0.269649333,0.339518667,0.3322
50.666667,0.288274,0.252129333,0.242367333,0.209471333,0.221576,0.271805333,0.340732667,0.33476
50.75,0.289506,0.253683333,0.243771333,0.210605333,0.222724,0.273141333,0.342138667,0.33648
50.833333,0.29028,0.254843333,0.244839333,0.211609333,0.223646,0.274813333,0.343670667,0.33619
50.916667,0.291212,0.256261333,0.246107333,0.213145333,0.2248,0.276165333,0.344836667,0.33935
51,0.291986,0.256971333,0.247473333,0.213935333,0.225726,0.277513333,0.345942667,0.34137
51.083333,0.293228,0.258037333,0.248357333,0.214907333,0.226652,0.279037333,0.347234667,0.34166
51.166667,0.294164,0.259105333,0.249687333,0.216279333,0.22805,0.280565333,0.348352667,0.34515
51.25,0.295362,0.259869333,0.250819333,0.217607333,0.22898,0.282273333,0.349596667,0.34632
51.333333,0.296464,0.261257333,0.251657333,0.218409333,0.230148,0.283733333,0.351152667,0.34603
51.416667,0.29809,0.262279333,0.252497333,0.219743333,0.23132,0.285533333,0.353030667,0.3472
51.5,0.299512,0.263825333,0.252893333,0.220635333,0.232728,0.286823333,0.354470667,0.35044
51.583333,0.300828,0.265167333,0.253791333,0.221397333,0.233672,0.288641333,0.355790667,0.35222
51.666667,0.30199,0.266561333,0.255339333,0.222383333,0.235088,0.289245333,0.357436667,0.3552
51.75,0.30332,0.266925333,0.256437333,0.223643333,0.236274,0.290289333,0.358894667,0.35579
51.833333,0.304544,0.268275333,0.257891333,0.224997333,0.237462,0.291773333,0.359656667,0.3582
51.916667,0.305502,0.269059333,0.259593333,0.226261333,0.238894,0.293435333,0.361568667,0.36152
52,0.307054,0.270159333,0.260905333,0.227577333,0.240088,0.294491333,0.363104667,0.3597
52.083333,0.308502,0.271523333,0.261663333,0.228895333,0.241046,0.296333333,0.363874667,0.36152
52.166667,0.309362,0.272361333,0.263335333,0.230083333,0.242004,0.297569333,0.365098667,0.36243
52.25,0.310606,0.273837333,0.264505333,0.230815333,0.242966,0.299169333,0.366904667,0.36517
52.333333,0.312012,0.274839333,0.265421333,0.231777333,0.243934,0.300415333,0.367878667,0.36701
52.416667,0.3131,0.276059333,0.266035333,0.232833333,0.245146,0.302023333,0.368916667,0.36517
52.5,0.314518,0.276855333,0.267523333,0.233939333,0.246358,0.304177333,0.370610667,0.36948
52.583333,0.316048,0.278285333,0.268191333,0.235235333,0.247574,0.306065333,0.372114667,0.37227
52.666667,0.317308,0.279085333,0.269273333,0.236389333,0.249038,0.307513333,0.373826667,0.3757
52.75,0.318848,0.280045333,0.270455333,0.237873333,0.250016,0.309325333,0.375206667,0.37758
52.833333,0.32006,0.280687333,0.271693333,0.239461333,0.25075,0.310781333,0.376988667,0.37601
52.916667,0.321782,0.282031333,0.272523333,0.240769333,0.251978,0.312155333,0.378984667,0.38011
53,0.323058,0.283215333,0.273927333,0.241473333,0.252962,0.313161333,0.380580667,0.38042
53.083333,0.324058,0.284187333,0.274865333,0.243069333,0.253704,0.315005333,0.381314667,0.37979
53.166667,0.325174,0.285811333,0.276013333,0.243679333,0.254944,0.316483333,0.382852667,0.38456
53.25,0.326402,0.287113333,0.277217333,0.243821333,0.256184,0.318055333,0.384398667,0.38616
53.333333,0.326794,0.288425333,0.278639333,0.244721333,0.25743,0.319075333,0.385480667,0.38971
53.416667,0.328316,0.290011333,0.280013333,0.245525333,0.25918,0.321215333,0.387382667,0.38874
53.5,0.329894,0.291377333,0.281601333,0.246287333,0.260682,0.322341333,0.389006667,0.39068
53.583333,0.330798,0.292977333,0.283351333,0.247569333,0.261938,0.323465333,0.390846667,0.39263
53.666667,0.33279,0.294353333,0.284947333,0.249669333,0.263194,0.325355333,0.392560667,0.39557
53.75,0.334326,0.295181333,0.286553333,0.250625333,0.264204,0.326959333,0.393796667,0.39689
53.833333,0.335356,0.296069333,0.288003333,0.252061333,0.26471,0.328191333,0.394348667,0.39623
53.916667,0.336732,0.297571333,0.288591333,0.253215333,0.26547,0.329523333,0.396280667,0.39788
54,0.33851,0.298299333,0.289451333,0.254857333,0.266746,0.331429333,0.397808667,0.40085
54.083333,0.339262,0.299755333,0.290423333,0.255293333,0.268022,0.332003333,0.398712667,0.40252
54.166667,0.340764,0.301211333,0.291293333,0.256749333,0.269302,0.333151333,0.400386667,0.40385
54.25,0.342566,0.302843333,0.292493333,0.258259333,0.270582,0.334791333,0.401920667,0.40553
54.333333,0.343672,0.304027333,0.294451333,0.259331333,0.272124,0.336533333,0.403542667,0.40957
54.416667,0.344896,0.305157333,0.296199333,0.259967333,0.273158,0.337991333,0.404884667,0.40924
54.5,0.346478,0.306121333,0.297843333,0.261487333,0.274452,0.339445333,0.406722667,0.41332
54.583333,0.347772,0.307429333,0.299329333,0.262669333,0.27575,0.341395333,0.407572667,0.41161
54.666667,0.348244,0.308057333,0.300323333,0.263707333,0.27731,0.343067333,0.409420667,0.41847
54.75,0.350076,0.309549333,0.301485333,0.264991333,0.278616,0.344249333,0.410420667,0.41882
54.833333,0.351678,0.311215333,0.302651333,0.266877333,0.279662,0.345633333,0.411712667,0.41882
54.916667,0.35251,0.312713333,0.304269333,0.268071333,0.280448,0.347909333,0.413370667,0.4202
55,0.353942,0.314101333,0.305105333,0.269067333,0.281766,0.349501333,0.415312667,0.42404
55.083333,0.355974,0.315253333,0.306561333,0.270571333,0.283088,0.350801333,0.416834667,0.42334
55.166667,0.357422,0.316241333,0.308249333,0.271873333,0.284414,0.352301333,0.418506667,0.42474
55.25,0.35881,0.317349333,0.309717333,0.272681333,0.28574,0.354521333,0.420110667,0.4265
55.333333,0.360924,0.318283333,0.310853333,0.273791333,0.287872,0.355733333,0.421210667,0.42897
55.416667,0.362688,0.319221333,0.312153333,0.274699333,0.28921,0.356743333,0.422900667,0.43289
55.5,0.363662,0.321273333,0.313577333,0.275871333,0.290012,0.358267333,0.424374667,0.43146
55.583333,0.36464,0.322807333,0.315239333,0.276887333,0.29136,0.359691333,0.426528667,0.43539
55.666667,0.365988,0.324227333,0.316615333,0.277547333,0.29298,0.360307333,0.428162667,0.43828
55.75,0.367406,0.326065333,0.317591333,0.278619333,0.293794,0.361639333,0.430100667,0.44082
55.833333,0.36858,0.327669333,0.319549333,0.279895333,0.295154,0.363799333,0.432278667,0.44119
55.916667,0.370622,0.329045333,0.321581333,0.280875333,0.297058,0.365143333,0.434462667,0.44558
56,0.372548,0.330305333,0.322807333,0.282369333,0.298426,0.366695333,0.436056667,0.44595
56.083333,0.374612,0.331387333,0.324557333,0.284331333,0.299798,0.368461333,0.437952667,0.44742
56.166667,0.376182,0.332533333,0.325777333,0.285731333,0.301446,0.370235333,0.439858667,0.44669
56.25,0.37769,0.333681333,0.327541333,0.287131333,0.302548,0.371495333,0.441314667,0.45076
56.333333,0.378888,0.334957333,0.328249333,0.288225333,0.303934,0.373071333,0.442156667,0.45002
56.416667,0.380538,0.335867333,0.329729333,0.289799333,0.305324,0.374971333,0.443546667,0.45639
56.5,0.381812,0.337577333,0.331217333,0.291061333,0.306718,0.376455333,0.445250667,0.45488
56.583333,0.38283,0.338863333,0.333653333,0.292429333,0.308118,0.378265333,0.446884667,0.4579
56.666667,0.384494,0.340891333,0.334909333,0.293957333,0.309518,0.380403333,0.448602667,0.45942
56.75,0.38655,0.342311333,0.336705333,0.295121333,0.310642,0.382443333,0.450864667,0.46554
56.833333,0.388166,0.344037333,0.338273333,0.296239333,0.312054,0.383843333,0.452356667,0.46362
56.916667,0.38933,0.345529333,0.339663333,0.297573333,0.31347,0.385459333,0.453934667,0.46863
57,0.391338,0.347147333,0.341243333,0.298373333,0.314604,0.386871333,0.455200667,0.46863
57.083333,0.393098,0.348275333,0.343009333,0.299875333,0.316024,0.387633333,0.456794667,0.47175
57.166667,0.393948,0.349781333,0.344473333,0.301053333,0.31745,0.389277333,0.458956667,0.47253
57.25,0.394866,0.351543333,0.345635333,0.302351333,0.318886,0.390919333,0.460070667,0.4741
57.333333,0.396442,0.352489333,0.347607333,0.303705333,0.320038,0.392679333,0.462002667,0.47805
57.416667,0.397764,0.354009333,0.348781333,0.305217333,0.32148,0.394335333,0.464016667,0.47964
57.5,0.39896,0.355791333,0.350459333,0.306143333,0.322926,0.396549333,0.465966667,0.48203
57.583333,0.401356,0.357261333,0.352137333,0.307613333,0.324376,0.397551333,0.467026667,0.48323
57.666667,0.403022,0.358993333,0.353755333,0.308543333,0.325542,0.399337333,0.469714667,0.48484
57.75,0.404558,0.360399333,0.354949333,0.309643333,0.326708,0.400793333,0.471440667,0.48565
57.833333,0.406306,0.361947333,0.356581333,0.311183333,0.328172,0.402709333,0.472922667,0.4897
57.916667,0.408334,0.363049333,0.357527333,0.312895333,0.329642,0.403837333,0.473996667,0.49175
58,0.409626,0.364215333,0.359365333,0.314389333,0.331116,0.405761333,0.475902667,0.49503
58.083333,0.41146,0.364735333,0.361271333,0.316167333,0.332,0.406781333,0.476900667,0.4971
58.166667,0.413508,0.366953333,0.362481333,0.316889333,0.333778,0.407919333,0.478492667,0.50168
58.25,0.415014,0.368395333,0.364209333,0.318117333,0.334668,0.408837333,0.479912667,0.50378
58.333333,0.41667,0.369509333,0.366651333,0.318565333,0.335862,0.410905333,0.481508667,0.50716
58.416667,0.417982,0.371489333,0.367875333,0.319633333,0.33706,0.412289333,0.483458667,0.50631
58.5,0.419926,0.374003333,0.369363333,0.320821333,0.338856,0.414369333,0.485576667,0.50929
58.583333,0.421388,0.375135333,0.371439333,0.322911333,0.340366,0.416219333,0.487630667,0.51142
58.666667,0.423628,0.376469333,0.373201333,0.324273333,0.342482,0.417729333,0.489852667,0.51228
58.75,0.42546,0.378001333,0.373987333,0.326373333,0.344304,0.419017333,0.491996667,0.5153
58.833333,0.427928,0.379347333,0.375759333,0.327855333,0.346442,0.420659333,0.493380667,0.51616
58.916667,0.428846,0.380633333,0.377741333,0.329115333,0.348588,0.422549333,0.495640667,0.51964
59,0.430978,0.382187333,0.379867333,0.330905333,0.350436,0.424559333,0.497478667,0.51964
59.083333,0.432336,0.383677333,0.381331333,0.332287333,0.351978,0.426455333,0.499668667,0.52139
59.166667,0.433266,0.385373333,0.383127333,0.333851333,0.353214,0.428123333,0.500982667,0.52314
59.25,0.43449,0.387015333,0.385209333,0.335417333,0.35446,0.429557333,0.502652667,0.52491
59.333333,0.436864,0.388457333,0.386897333,0.337049333,0.35571,0.431247333,0.503892667,0.52668
59.416667,0.438024,0.389623333,0.387709333,0.338105333,0.356964,0.432817333,0.505680667,0.52801
59.5,0.439404,0.391489333,0.389333333,0.339745333,0.358536,0.435123333,0.507382667,0.5298
59.583333,0.441738,0.392869333,0.391371333,0.341101333,0.360424,0.437317333,0.509614667,0.53114
59.666667,0.443424,0.394193333,0.393015333,0.342933333,0.362006,0.439021333,0.512230667,0.53293
59.75,0.44549,0.395943333,0.394457333,0.344477333,0.363274,0.440125333,0.514308667,0.53564
59.833333,0.447406,0.398467333,0.396797333,0.345307333,0.364868,0.441351333,0.516316667,0.5361
59.916667,0.449554,0.399803333,0.398383333,0.346799333,0.366466,0.442715333,0.518888667,0.53564
60,0.45082,0.401633333,0.400613333,0.348419333,0.368072,0.443333333,0.521740667,0.53882
60.083333,0.453296,0.403763333,0.402009333,0.349321333,0.369684,0.445069333,0.523124667,0.5402
60.166667,0.4545,0.404971333,0.403687333,0.350589333,0.371622,0.447065333,0.524878667,0.54341
60.25,0.456308,0.405973333,0.405305333,0.352823333,0.37292,0.449191333,0.526842667,0.54387
60.333333,0.458512,0.407765333,0.407561333,0.354219333,0.37455,0.450323333,0.528156667,0.54526
60.416667,0.460562,0.409705333,0.409703333,0.355131333,0.376186,0.452845333,0.528718667,0.54526
60.5,0.461712,0.411083333,0.411839333,0.356531333,0.377828,0.454491333,0.530788667,0.54898
60.583333,0.464168,0.413335333,0.413911333,0.357509333,0.379476,0.456535333,0.532866667,0.55226
60.666667,0.466248,0.415373333,0.415635333,0.358741333,0.381456,0.457811333,0.534390667,0.55132
60.75,0.467564,0.416833333,0.417513333,0.360285333,0.383118,0.460121333,0.536206667,0.55415
60.833333,0.46927,0.418521333,0.418679333,0.362265333,0.384786,0.461931333,0.538398667,0.55415
60.916667,0.471458,0.419623333,0.420943333,0.363815333,0.386458,0.463869333,0.540518667,0.55652
61,0.472556,0.420807333,0.423067333,0.365867333,0.388138,0.466493333,0.542060667,0.55747
61.083333,0.47421,0.422293333,0.425345333,0.367433333,0.389826,0.469767333,0.543222667,0.56033
61.166667,0.476026,0.424227333,0.426891333,0.368749333,0.391518,0.472541333,0.544390667,0.56081
61.25,0.477288,0.425421333,0.428817333,0.370137333,0.392874,0.475597333,0.546440667,0.5637
61.333333,0.478402,0.427593333,0.430009333,0.371967333,0.394582,0.478925333,0.547520667,0.56467
61.416667,0.480802,0.429097333,0.431805333,0.373107333,0.396294,0.480267333,0.548992667,0.5671
61.5,0.48273,0.429927333,0.433457333,0.374379333,0.398014,0.482019333,0.551164667,0.56515
61.583333,0.484666,0.432137333,0.435487333,0.375717333,0.399742,0.483783333,0.553346667,0.56905
61.666667,0.487658,0.434189333,0.437229333,0.377191333,0.40182,0.484873333,0.554742667,0.57003
61.75,0.489932,0.435643333,0.439277333,0.378867333,0.40356,0.486379333,0.556138667,0.56856
61.833333,0.491322,0.437251333,0.440959333,0.380933333,0.405308,0.488157333,0.557534667,0.57052
61.916667,0.493046,0.439395333,0.442877333,0.382615333,0.406708,0.489667333,0.558844667,0.57496
62,0.495276,0.439861333,0.445033333,0.384629333,0.40847,0.491747333,0.559854667,0.57496
62.083333,0.496268,0.441023333,0.447043333,0.386459333,0.410238,0.494531333,0.560762667,0.57595
62.166667,0.497426,0.443051333,0.448985333,0.387969333,0.412014,0.496769333,0.561872667,0.57545
62.25,0.499258,0.445083333,0.451093333,0.389751333,0.413438,0.499149333,0.563392667,0.58045
62.333333,0.501016,0.447203333,0.452657333,0.391401333,0.415222,0.501679333,0.564412667,0.58045
62.416667,0.502536,0.449403333,0.454549333,0.392993333,0.416658,0.502525333,0.565330667,0.58296
62.5,0.504726,0.451695333,0.456369333,0.394527333,0.4181,0.504239333,0.566658667,0.58499
62.583333,0.506836,0.452409333,0.457555333,0.396467333,0.419548,0.505523333,0.568094667,0.58499
62.666667,0.509052,0.453525333,0.458909333,0.397203333,0.421362,0.507243333,0.569332667,0.58347
62.75,0.51154,0.454725333,0.460423333,0.398613333,0.423182,0.508247333,0.570054667,0.58753
62.833333,0.512826,0.456009333,0.462193333,0.400369333,0.42464,0.510689333,0.571400667,0.58855
62.916667,0.51429,0.456975333,0.463887333,0.401247333,0.426476,0.511269333,0.572542667,0.58804
63,0.515754,0.458745333,0.466063333,0.402269333,0.42832,0.512865333,0.573478667,0.59215
63.083333,0.517674,0.460771333,0.468175333,0.404171333,0.429798,0.514325333,0.574732667,0.59318
63.166667,0.51899,0.462233333,0.470125333,0.405811333,0.431658,0.515781333,0.576404667,0.59318
63.25,0.521622,0.463617333,0.471437333,0.407189333,0.433896,0.517103333,0.577770667,0.59474
63.333333,0.524264,0.465415333,0.473081333,0.408903333,0.435772,0.519457333,0.578714667,0.59578
63.416667,0.527,0.467305333,0.474897333,0.410423333,0.437656,0.521233333,0.579978667,0.5963
63.5,0.528604,0.468379333,0.476727333,0.411531333,0.439922,0.522269333,0.580930667,0.59943
63.583333,0.53057,0.470285333,0.479229333,0.413909333,0.441824,0.524497333,0.582314667,0.59891
63.666667,0.532098,0.471943333,0.481065333,0.415307333,0.443732,0.526593333,0.583594667,0.60101
63.75,0.533906,0.473025333,0.483253333,0.417269333,0.44565,0.527947333,0.584870667,0.60312
63.833333,0.535716,0.474871333,0.485363333,0.419101333,0.447188,0.529455333,0.586368667,0.60365
63.916667,0.537994,0.476801333,0.487401333,0.421285333,0.449122,0.531413333,0.587548667,0.60312
64,0.539452,0.478151333,0.489109333,0.422213333,0.450672,0.532473333,0.588086667,0.60365
64.083333,0.541008,0.480183333,0.491417333,0.423777333,0.452624,0.533695333,0.588194667,0.60791
64.166667,0.542482,0.482387333,0.492877333,0.425495333,0.454188,0.534305333,0.589380667,0.6063
64.25,0.54424,0.483755333,0.494601333,0.427293333,0.456148,0.535685333,0.589920667,0.60898
64.333333,0.545824,0.485383333,0.495989333,0.428951333,0.45733,0.536451333,0.591006667,0.60844
64.416667,0.548246,0.487537333,0.497819333,0.430687333,0.45931,0.538299333,0.591872667,0.60844
64.5,0.55068,0.489005333,0.499391333,0.432869333,0.460904,0.539227333,0.593612667,0.61275
64.583333,0.553224,0.490475333,0.501939333,0.434619333,0.462498,0.541861333,0.594706667,0.61167
64.666667,0.55559,0.492215333,0.503877333,0.436011333,0.4641,0.543107333,0.595580667,0.61383
64.75,0.557682,0.493699333,0.505911333,0.438221333,0.466106,0.544971333,0.596458667,0.61383
64.833333,0.559884,0.494839333,0.507331333,0.440519333,0.467722,0.546543333,0.597446667,0.61655
64.916667,0.561804,0.496421333,0.509473333,0.442755333,0.469346,0.548111333,0.598218667,0.616
65,0.56296,0.498007333,0.511093333,0.444619333,0.47138,0.548901333,0.598990667,0.61819
65.083333,0.564902,0.499605333,0.512985333,0.446485333,0.473424,0.550165333,0.600316667,0.61764
65.166667,0.56636,0.500579333,0.514793333,0.447913333,0.475064,0.551431333,0.600870667,0.61929
65.25,0.568122,0.501915333,0.516969333,0.448743333,0.477126,0.552387333,0.601866667,0.61929
65.333333,0.569886,0.503167333,0.519073333,0.449121333,0.4792,0.553661333,0.602756667,0.62038
65.416667,0.571848,0.505145333,0.520817333,0.451179333,0.480864,0.554941333,0.603760667,0.62038
65.5,0.573432,0.506407333,0.522657333,0.453397333,0.482534,0.555579333,0.604768667,0.62149
65.583333,0.576218,0.508935333,0.524129333,0.455237333,0.484626,0.557187333,0.605660667,0.62259
65.666667,0.577314,0.510841333,0.525987333,0.457695333,0.486314,0.557669333,0.606670667,0.62481
65.75,0.579014,0.512661333,0.527765333,0.460315333,0.488008,0.558801333,0.606782667,0.62592
65.833333,0.580816,0.514593333,0.529449333,0.461637333,0.489702,0.560099333,0.607232667,0.62537
65.916667,0.582328,0.515875333,0.531045333,0.462805333,0.491836,0.561391333,0.607796667,0.6276
66,0.584064,0.516981333,0.533019333,0.464685333,0.493118,0.562207333,0.608926667,0.62648
66.083333,0.586502,0.518367333,0.534531333,0.466181333,0.494838,0.564163333,0.609378667,0.6276
66.166667,0.58834,0.519755333,0.536345333,0.467759333,0.496566,0.564325333,0.610962667,0.6276
66.25,0.590492,0.520315333,0.538159333,0.469739333,0.498294,0.564983333,0.612442667,0.62984
66.333333,0.59276,0.522273333,0.539687333,0.471803333,0.50004,0.566791333,0.613354667,0.63097
66.416667,0.59432,0.523959333,0.541609333,0.473725333,0.502216,0.568113333,0.614038667,0.6321
66.5,0.5963,0.525843333,0.543833333,0.475569333,0.50397,0.569273333,0.614950667,0.63323
66.583333,0.598282,0.527733333,0.545097333,0.478153333,0.50529,0.571585333,0.615868667,0.63267
66.666667,0.600066,0.529913333,0.546853333,0.479853333,0.507054,0.572745333,0.615868667,0.63722
66.75,0.602392,0.531819333,0.549199333,0.482051333,0.508836,0.574251333,0.616444667,0.63323
66.833333,0.604196,0.533443333,0.550669333,0.483603333,0.510618,0.575087333,0.617366667,0.63665
66.916667,0.606764,0.534787333,0.552451333,0.485817333,0.51241,0.576265333,0.618288667,0.63894
67,0.609118,0.536717333,0.554633333,0.486891333,0.514654,0.577275333,0.619332667,0.63779
67.083333,0.61148,0.538757333,0.556625333,0.489293333,0.51691,0.578283333,0.620486667,0.63894
67.166667,0.612778,0.540019333,0.558729333,0.490705333,0.518728,0.578623333,0.621646667,0.64124
67.25,0.61495,0.541969333,0.561643333,0.493043333,0.520546,0.579807333,0.622460667,0.63894
67.333333,0.615932,0.544323333,0.563665333,0.494383333,0.522374,0.581173333,0.623626667,0.6424
67.416667,0.617906,0.545501333,0.565287333,0.496569333,0.524214,0.581513333,0.623392667,0.64414
67.5,0.619332,0.545697333,0.567017333,0.498351333,0.526062,0.583049333,0.624210667,0.64706
67.583333,0.621312,0.547177333,0.568243333,0.500815333,0.527452,0.584245333,0.624914667,0.64531
67.666667,0.62309,0.548769333,0.569373333,0.502871333,0.52931,0.585445333,0.625736667,0.64589
67.75,0.625654,0.550069333,0.571339333,0.505529333,0.531178,0.586483333,0.626444667,0.64706
67.833333,0.627108,0.551869333,0.573305333,0.507597333,0.533056,0.588721333,0.628090667,0.64647
67.916667,0.629464,0.554265333,0.575175333,0.509855333,0.53447,0.589933333,0.628560667,0.64706
68,0.631378,0.555973333,0.577787333,0.511419333,0.53636,0.591319333,0.629390667,0.64941
68.083333,0.633192,0.557289333,0.579461333,0.512993333,0.53826,0.592711333,0.630340667,0.64941
68.166667,0.635252,0.558817333,0.581259333,0.515197333,0.540168,0.593409333,0.630932667,0.65177
68.25,0.63777,0.560757333,0.583377333,0.517315333,0.541602,0.594639333,0.631408667,0.65177
68.333333,0.639492,0.562083333,0.585289333,0.518915333,0.54352,0.595691333,0.632716667,0.65533
68.416667,0.641684,0.563723333,0.586357333,0.520957333,0.54545,0.596569333,0.633552667,0.65473
68.5,0.643538,0.565161333,0.588601333,0.523465333,0.546902,0.597451333,0.633792667,0.65295
68.583333,0.64541,0.566923333,0.590001333,0.525269333,0.548362,0.599045333,0.634510667,0.65414
68.666667,0.647644,0.567753333,0.592063333,0.526985333,0.550314,0.599933333,0.635108667,0.65593
68.75,0.649994,0.569833333,0.593689333,0.528705333,0.552278,0.601179333,0.635468667,0.65473
